EmployeeID,Name,Age,Gender,Department,JobRole,Salary,HireDate,ExitDate,PerformanceRating
EMP333,Employee_333,36,Male,Marketing,SEO Specialist,53595,2020-10-08,2024-10-22,4
EMP334,Employee_334,30,Male,Sales,Sales Representative,66872,2018-11-21,,5
EMP335,Employee_335,33,Male,HR,HR Manager,42155,2023-04-07,,3
EMP336,Employee_336,25,Female,HR,HR Manager,74322,2018-07-11,,5
EMP337,Employee_337,49,Male,Operations,Operations Manager,67542,2019-01-30,2019-12-26,3
EMP338,Employee_338,58,Male,Sales,Sales Representative,54356,2020-02-05,,3
EMP339,Employee_339,55,Non-binary,Sales,Sales Executive,115379,2018-06-07,,3
EMP340,Employee_340,43,Non-binary,HR,Recruiter,93457,2022-09-01,2025-04-29,3
EMP341,Employee_341,27,Non-binary,Sales,Account Manager,74664,2018-09-13,,5
EMP342,Employee_342,55,Female,Marketing,Content Writer,43721,2023-08-15,,2
EMP343,Employee_343,46,Female,Operations,Project Manager,112238,2020-12-27,,1
EMP344,Employee_344,57,Male,Finance,Finance Manager,61030,2022-02-22,,2
EMP345,Employee_345,34,Non-binary,Engineering,DevOps Engineer,109160,2023-01-15,,4
EMP346,Employee_346,54,Non-binary,HR,HR Manager,45375,2018-03-05,,2
EMP347,Employee_347,46,Female,HR,Recruiter,57941,2019-03-25,,5
EMP348,Employee_348,30,Non-binary,Sales,Sales Executive,51426,2020-01-24,,4
EMP349,Employee_349,58,Non-binary,Operations,Operations Manager,102411,2022-06-05,,5
EMP350,Employee_350,40,Female,Marketing,SEO Specialist,95930,2022-11-24,,1
EMP351,Employee_351,57,Male,Engineering,Technical Lead,46011,2022-04-03,,2
EMP352,Employee_352,53,Non-binary,Finance,Accountant,101705,2021-04-16,,4
EMP353,Employee_353,47,Female,Engineering,Software Engineer,40454,2022-04-30,,2
EMP354,Employee_354,24,Male,Finance,Accountant,96502,2023-08-26,,1
EMP355,Employee_355,32,Female,Engineering,QA Engineer,63062,2018-01-22,,5
EMP356,Employee_356,38,Male,Engineering,Technical Lead,57526,2019-10-17,,4
EMP357,Employee_357,49,Female,Operations,Project Manager,50340,2022-06-17,,3
EMP358,Employee_358,52,Female,Marketing,Marketing Manager,110730,2021-06-18,,5
EMP359,Employee_359,43,Female,Engineering,Technical Lead,42765,2020-04-20,,5
EMP360,Employee_360,22,Female,HR,Recruiter,56765,2023-05-26,,3
EMP361,Employee_361,47,Non-binary,HR,HR Manager,68950,2020-01-04,,5
EMP362,Employee_362,37,Female,Sales,Account Manager,50431,2019-04-17,2020-12-25,4
EMP363,Employee_363,44,Non-binary,Engineering,Software Engineer,96274,2020-07-18,,2
EMP364,Employee_364,26,Male,HR,Recruiter,113228,2022-10-30,,5
EMP365,Employee_365,31,Non-binary,Finance,Finance Manager,79630,2022-09-12,,2
EMP366,Employee_366,59,Male,Engineering,Software Engineer,48430,2023-02-24,,4
EMP367,Employee_367,31,Female,Sales,Account Manager,46105,2018-09-23,,1
EMP368,Employee_368,23,Female,Engineering,Software Engineer,47389,2022-05-17,2024-11-22,2
EMP369,Employee_369,56,Male,Sales,Sales Executive,116793,2023-01-18,,1
EMP370,Employee_370,56,Male,HR,HR Specialist,99190,2018-07-10,,5
EMP371,Employee_371,58,Non-binary,Engineering,QA Engineer,87768,2019-03-18,,5
EMP372,Employee_372,42,Female,Marketing,Marketing Manager,77578,2021-10-15,,3
EMP373,Employee_373,32,Non-binary,Marketing,Content Writer,107380,2019-05-03,,1
EMP374,Employee_374,47,Male,Marketing,Marketing Manager,109173,2020-07-21,,5
EMP375,Employee_375,24,Female,Engineering,Technical Lead,112162,2018-08-27,2021-12-23,4
EMP376,Employee_376,58,Female,Finance,Accountant,63727,2019-01-05,2021-03-14,5
EMP377,Employee_377,44,Male,Finance,Financial Analyst,59976,2022-07-14,,5
EMP378,Employee_378,46,Non-binary,Finance,Financial Analyst,56493,2018-03-04,,3
EMP379,Employee_379,59,Female,Engineering,DevOps Engineer,91717,2023-08-10,,1
EMP380,Employee_380,43,Non-binary,Marketing,Marketing Manager,44056,2019-11-12,,5
EMP381,Employee_381,37,Female,Sales,Sales Executive,44587,2019-07-24,,2
EMP382,Employee_382,54,Male,Marketing,Content Writer,43875,2023-01-10,,3
EMP383,Employee_383,49,Female,Finance,Accountant,86583,2018-12-04,2020-10-14,4
EMP384,Employee_384,50,Non-binary,Marketing,Marketing Manager,101884,2020-02-22,,3
EMP385,Employee_385,37,Non-binary,Sales,Account Manager,95286,2021-08-21,2024-07-30,4
EMP386,Employee_386,60,Male,HR,HR Specialist,117343,2019-03-25,,1
EMP387,Employee_387,55,Non-binary,HR,HR Specialist,87378,2020-03-01,,1
EMP388,Employee_388,59,Male,Finance,Financial Analyst,108294,2018-04-20,,1
EMP389,Employee_389,56,Female,Finance,Financial Analyst,111539,2022-02-08,,4
EMP390,Employee_390,50,Male,HR,Recruiter,86287,2022-03-11,2025-04-21,5
EMP391,Employee_391,41,Male,Sales,Sales Representative,68292,2019-03-10,2019-09-15,5
EMP392,Employee_392,56,Female,Sales,Sales Representative,86907,2020-08-05,,4
EMP393,Employee_393,33,Male,Operations,Operations Manager,89189,2023-09-15,,4
EMP394,Employee_394,32,Non-binary,Operations,Coordinator,43805,2022-08-20,,3
EMP395,Employee_395,24,Female,Operations,Coordinator,49894,2023-05-16,,5
EMP396,Employee_396,48,Non-binary,Engineering,Software Engineer,84997,2023-02-09,,2
EMP397,Employee_397,33,Male,Finance,Financial Analyst,107338,2022-06-20,,5
EMP398,Employee_398,47,Male,Engineering,Technical Lead,65369,2023-03-11,2023-09-14,4
EMP399,Employee_399,54,Male,Marketing,Marketing Manager,50234,2021-04-10,,1
EMP400,Employee_400,38,Non-binary,Operations,Coordinator,45895,2018-06-26,,2
EMP401,Employee_401,30,Male,Sales,Sales Executive,42820,2019-10-28,,5
EMP402,Employee_402,27,Female,Operations,Project Manager,100424,2022-03-31,,1
EMP403,Employee_403,23,Female,Marketing,Marketing Manager,78161,2023-06-16,,5
EMP404,Employee_404,49,Male,Finance,Accountant,46006,2019-03-02,,1
EMP405,Employee_405,24,Female,Engineering,QA Engineer,64294,2019-03-13,,4
EMP406,Employee_406,46,Male,Finance,Accountant,102382,2023-09-11,,1
EMP407,Employee_407,58,Male,Engineering,QA Engineer,105964,2022-01-07,,3
EMP408,Employee_408,56,Female,HR,HR Manager,92219,2020-10-05,,4
EMP409,Employee_409,33,Female,Finance,Finance Manager,76826,2023-08-09,,3
EMP410,Employee_410,36,Non-binary,HR,HR Specialist,105970,2019-04-24,,1
EMP411,Employee_411,25,Male,Operations,Project Manager,73883,2023-06-17,,3
EMP412,Employee_412,28,Male,HR,HR Manager,62505,2023-03-24,,2
EMP413,Employee_413,32,Non-binary,Finance,Financial Analyst,87449,2022-08-14,,4
EMP414,Employee_414,38,Female,Operations,Project Manager,100572,2021-01-17,,1
EMP415,Employee_415,23,Female,Engineering,QA Engineer,70325,2022-11-07,,2
EMP416,Employee_416,60,Female,Engineering,Technical Lead,54558,2020-06-07,,3
EMP417,Employee_417,59,Male,Sales,Account Manager,75531,2018-02-26,,5
EMP418,Employee_418,45,Female,HR,HR Specialist,75276,2023-11-01,,3
EMP419,Employee_419,36,Male,Finance,Finance Manager,105305,2023-08-25,,3
EMP420,Employee_420,27,Non-binary,Finance,Finance Manager,90855,2023-06-03,,2
EMP421,Employee_421,59,Female,Marketing,Marketing Manager,54550,2023-03-05,,1
EMP422,Employee_422,43,Female,Sales,Sales Executive,83081,2023-05-02,,1
EMP423,Employee_423,57,Female,HR,HR Manager,108269,2021-02-20,,4
EMP424,Employee_424,51,Male,Finance,Accountant,104614,2022-11-21,,5
EMP425,Employee_425,58,Female,Sales,Sales Executive,84891,2020-05-15,,1
EMP426,Employee_426,26,Female,Operations,Project Manager,40586,2023-09-01,,1
EMP427,Employee_427,30,Male,Engineering,QA Engineer,101748,2018-11-01,,3
EMP428,Employee_428,54,Female,Marketing,Content Writer,49791,2019-02-19,,1
EMP429,Employee_429,41,Male,Operations,Operations Manager,115499,2020-12-28,,3
EMP430,Employee_430,36,Non-binary,Finance,Accountant,63168,2018-02-21,,2
EMP431,Employee_431,49,Male,HR,HR Manager,94211,2020-09-10,,4
EMP432,Employee_432,54,Non-binary,Sales,Sales Representative,91769,2018-01-09,2018-05-25,1
EMP433,Employee_433,50,Male,HR,Recruiter,68550,2018-09-28,,1
EMP434,Employee_434,23,Male,Marketing,SEO Specialist,89280,2018-08-16,,2
EMP435,Employee_435,34,Male,Sales,Account Manager,62656,2018-12-06,,3
EMP436,Employee_436,58,Non-binary,Marketing,Marketing Manager,106816,2023-04-21,,5
EMP437,Employee_437,46,Female,Sales,Sales Representative,69560,2020-07-21,,3
EMP438,Employee_438,31,Female,Sales,Account Manager,103796,2020-03-24,,5
EMP439,Employee_439,47,Non-binary,Engineering,Software Engineer,55724,2018-05-11,2018-12-24,3
EMP440,Employee_440,22,Female,HR,HR Specialist,115789,2023-01-02,2024-07-08,5
EMP441,Employee_441,40,Non-binary,Marketing,Marketing Manager,65152,2022-04-09,,4
EMP442,Employee_442,34,Non-binary,Sales,Sales Representative,40916,2021-10-09,,2
EMP443,Employee_443,44,Female,Sales,Sales Representative,79254,2020-01-12,,2
EMP444,Employee_444,37,Female,Finance,Financial Analyst,59957,2020-04-11,,4
EMP445,Employee_445,49,Non-binary,Operations,Operations Manager,50521,2019-10-06,,5
EMP446,Employee_446,29,Female,Finance,Finance Manager,76514,2022-02-04,,3
EMP447,Employee_447,35,Non-binary,Operations,Operations Manager,93095,2022-07-13,,4
EMP448,Employee_448,33,Non-binary,Finance,Financial Analyst,90217,2019-01-08,,2
EMP449,Employee_449,26,Male,Sales,Sales Representative,113921,2020-07-31,,3
EMP450,Employee_450,55,Male,Marketing,Content Writer,112329,2020-04-28,,4
EMP451,Employee_451,29,Female,Engineering,QA Engineer,72623,2020-01-18,,2
EMP452,Employee_452,36,Female,Marketing,SEO Specialist,119773,2023-02-17,2025-01-02,2
EMP453,Employee_453,26,Female,Finance,Finance Manager,109542,2021-01-17,2024-08-20,4
EMP454,Employee_454,30,Female,Engineering,DevOps Engineer,47364,2018-11-25,,3
EMP455,Employee_455,54,Non-binary,HR,Recruiter,89406,2023-01-31,,2
EMP456,Employee_456,41,Female,HR,HR Specialist,53240,2022-12-01,,5
EMP457,Employee_457,36,Male,Engineering,Software Engineer,77864,2023-05-02,,3
EMP458,Employee_458,49,Male,Marketing,Marketing Manager,112380,2018-07-30,,2
EMP459,Employee_459,32,Female,Operations,Operations Manager,106625,2018-11-24,,2
EMP460,Employee_460,47,Male,Sales,Sales Representative,82621,2022-01-06,2025-04-14,3
EMP461,Employee_461,44,Non-binary,Operations,Operations Manager,70263,2019-05-08,,1
EMP462,Employee_462,49,Female,Sales,Account Manager,108238,2023-05-23,,5
EMP463,Employee_463,46,Female,Engineering,Software Engineer,112606,2020-12-30,,4
EMP464,Employee_464,58,Non-binary,Sales,Sales Executive,100592,2018-09-23,2022-07-24,4
EMP465,Employee_465,26,Male,Finance,Financial Analyst,109062,2018-09-11,,1
EMP466,Employee_466,32,Male,Marketing,Content Writer,78195,2018-03-06,,4
EMP467,Employee_467,36,Male,Sales,Account Manager,94087,2022-06-20,,1
EMP468,Employee_468,50,Male,Sales,Sales Executive,109205,2019-08-21,,4
EMP469,Employee_469,54,Non-binary,Operations,Project Manager,42328,2018-04-16,,3
EMP470,Employee_470,48,Male,Marketing,SEO Specialist,58880,2023-09-03,,3
EMP471,Employee_471,49,Male,Marketing,Content Writer,44955,2023-12-31,,1
EMP472,Employee_472,56,Non-binary,Finance,Financial Analyst,62038,2019-09-21,,1
EMP473,Employee_473,50,Non-binary,Finance,Financial Analyst,67057,2020-06-04,,3
EMP474,Employee_474,42,Non-binary,Operations,Operations Manager,107103,2018-03-21,,4
EMP475,Employee_475,23,Non-binary,Marketing,SEO Specialist,91727,2023-11-30,,2
EMP476,Employee_476,37,Non-binary,Marketing,SEO Specialist,99716,2022-02-03,2022-07-19,5
EMP477,Employee_477,33,Female,Finance,Accountant,61065,2022-04-13,,4
EMP478,Employee_478,52,Non-binary,Finance,Finance Manager,105482,2018-01-25,,2
EMP479,Employee_479,55,Male,Operations,Project Manager,101269,2021-07-15,,2
EMP480,Employee_480,51,Male,Operations,Project Manager,81726,2020-12-20,2024-10-01,2
EMP481,Employee_481,28,Non-binary,Engineering,QA Engineer,102081,2020-04-08,2022-07-02,2
EMP482,Employee_482,53,Female,Operations,Coordinator,64046,2019-11-23,,5
EMP483,Employee_483,58,Male,Marketing,Content Writer,86860,2021-12-17,2025-04-19,2
EMP484,Employee_484,59,Non-binary,Engineering,Technical Lead,108273,2020-12-11,,2
EMP485,Employee_485,25,Male,Engineering,QA Engineer,112839,2022-03-25,,4
EMP486,Employee_486,23,Non-binary,Sales,Sales Executive,103891,2018-10-29,2019-03-23,1
EMP487,Employee_487,30,Non-binary,Sales,Sales Executive,92114,2022-07-06,,3
EMP488,Employee_488,57,Male,Finance,Accountant,58770,2020-07-18,,5
EMP489,Employee_489,46,Non-binary,Marketing,Marketing Manager,116816,2022-10-10,2025-02-27,1
EMP490,Employee_490,47,Non-binary,Marketing,Content Writer,71223,2020-10-02,,2
EMP491,Employee_491,55,Male,Marketing,SEO Specialist,99245,2019-10-11,2020-03-19,4
EMP492,Employee_492,40,Non-binary,HR,Recruiter,93547,2023-12-25,,5
EMP493,Employee_493,55,Female,HR,HR Specialist,63917,2019-02-14,,2
EMP494,Employee_494,38,Male,Operations,Project Manager,57920,2023-11-16,,1
EMP495,Employee_495,51,Non-binary,Engineering,DevOps Engineer,93959,2021-01-05,,3
EMP496,Employee_496,33,Male,Operations,Coordinator,47758,2020-02-08,,1
EMP497,Employee_497,54,Non-binary,Sales,Sales Representative,60632,2023-07-17,,1
EMP498,Employee_498,56,Male,Engineering,Technical Lead,55822,2018-08-12,2021-05-20,3
EMP499,Employee_499,23,Non-binary,Marketing,SEO Specialist,109153,2023-05-20,2025-02-28,1
EMP500,Employee_500,59,Female,Operations,Coordinator,103756,2020-02-08,,5
EMP501,Employee_501,29,Non-binary,HR,HR Specialist,60881,2020-07-12,,1
EMP502,Employee_502,46,Male,HR,Recruiter,86392,2019-05-18,,1
EMP503,Employee_503,44,Non-binary,Marketing,Content Writer,71238,2022-02-11,,2
EMP504,Employee_504,50,Non-binary,Operations,Coordinator,114526,2023-10-01,2024-01-07,3
EMP505,Employee_505,29,Male,Operations,Operations Manager,74498,2020-09-17,,4
EMP506,Employee_506,50,Non-binary,Operations,Coordinator,40668,2019-10-14,2020-09-30,3
EMP507,Employee_507,22,Male,Sales,Sales Representative,62075,2020-07-26,,1
EMP508,Employee_508,51,Non-binary,Marketing,SEO Specialist,43604,2020-03-04,,4
EMP509,Employee_509,25,Non-binary,Finance,Finance Manager,51127,2022-05-12,,2
EMP510,Employee_510,26,Female,Finance,Financial Analyst,102489,2021-04-20,,4
EMP511,Employee_511,54,Female,HR,HR Manager,74760,2019-01-02,,4
EMP512,Employee_512,43,Female,Operations,Operations Manager,97317,2023-12-02,,3
EMP513,Employee_513,31,Female,HR,Recruiter,54453,2019-01-16,,2
EMP514,Employee_514,32,Male,Operations,Operations Manager,49383,2023-04-05,,4
EMP515,Employee_515,45,Male,Sales,Account Manager,81171,2022-10-19,,3
EMP516,Employee_516,30,Female,Finance,Accountant,111117,2019-06-25,,4
EMP517,Employee_517,36,Non-binary,HR,HR Specialist,70693,2022-06-11,,4
EMP518,Employee_518,56,Non-binary,Operations,Project Manager,79259,2023-06-28,,3
EMP519,Employee_519,34,Female,Operations,Operations Manager,71786,2018-01-23,,2
EMP520,Employee_520,27,Male,Finance,Accountant,60824,2018-08-01,2021-03-24,4
EMP521,Employee_521,32,Female,Marketing,Marketing Manager,51691,2022-05-03,,2
EMP522,Employee_522,38,Non-binary,Engineering,Software Engineer,84109,2021-11-27,2022-09-13,2
EMP523,Employee_523,49,Non-binary,HR,HR Manager,70403,2022-03-24,2024-10-22,2
EMP524,Employee_524,29,Male,Marketing,SEO Specialist,117331,2020-10-13,,2
EMP525,Employee_525,28,Non-binary,Engineering,Software Engineer,91919,2018-02-15,,3
EMP526,Employee_526,49,Non-binary,HR,HR Manager,70819,2018-07-10,,4
EMP527,Employee_527,55,Non-binary,HR,Recruiter,62351,2020-04-24,2021-03-01,2
EMP528,Employee_528,22,Female,Operations,Project Manager,110427,2020-11-06,,4
EMP529,Employee_529,48,Female,Marketing,SEO Specialist,48090,2020-12-05,2024-05-19,1
EMP530,Employee_530,39,Non-binary,HR,Recruiter,46552,2020-08-10,,3
EMP531,Employee_531,37,Female,Sales,Account Manager,86352,2021-01-13,,1
EMP532,Employee_532,49,Male,HR,HR Manager,76798,2021-05-24,,1
EMP533,Employee_533,28,Male,Finance,Financial Analyst,116667,2019-03-09,,4
EMP534,Employee_534,58,Male,Finance,Finance Manager,81976,2020-02-10,,3
EMP535,Employee_535,25,Female,Sales,Sales Executive,71333,2020-04-11,,4
EMP536,Employee_536,51,Male,Engineering,QA Engineer,59219,2021-12-03,2024-01-12,3
EMP537,Employee_537,22,Non-binary,Operations,Operations Manager,117776,2022-08-16,,4
EMP538,Employee_538,25,Non-binary,Sales,Account Manager,62561,2023-12-04,,1
EMP539,Employee_539,59,Female,Sales,Sales Representative,93886,2022-11-29,,3
EMP540,Employee_540,45,Non-binary,Marketing,SEO Specialist,87284,2023-04-20,,4
EMP541,Employee_541,33,Male,Marketing,SEO Specialist,100261,2020-06-21,,1
EMP542,Employee_542,60,Female,HR,Recruiter,53836,2018-03-19,,4
EMP543,Employee_543,60,Non-binary,Operations,Project Manager,105927,2023-12-11,,4
EMP544,Employee_544,28,Male,Engineering,Software Engineer,63818,2018-12-28,,2
EMP545,Employee_545,59,Female,HR,Recruiter,107271,2023-04-24,,4
EMP546,Employee_546,49,Male,Engineering,Software Engineer,109014,2022-10-15,,1
EMP547,Employee_547,34,Female,Operations,Operations Manager,51186,2019-06-12,,1
EMP548,Employee_548,34,Non-binary,Finance,Accountant,113026,2019-09-10,,3
EMP549,Employee_549,33,Non-binary,Engineering,QA Engineer,104413,2021-11-09,,3
EMP550,Employee_550,58,Male,HR,HR Manager,118694,2018-09-24,2021-08-21,2
EMP551,Employee_551,58,Non-binary,Operations,Operations Manager,68422,2019-09-03,2020-07-03,2
EMP552,Employee_552,38,Female,Operations,Coordinator,44051,2020-11-01,,4
EMP553,Employee_553,26,Male,Operations,Project Manager,116205,2022-10-21,,4
EMP554,Employee_554,40,Non-binary,HR,HR Specialist,77777,2018-06-15,,1
EMP555,Employee_555,45,Non-binary,Operations,Coordinator,115110,2022-08-08,,2
EMP556,Employee_556,27,Non-binary,Engineering,Software Engineer,113416,2019-04-10,2020-10-05,1
EMP557,Employee_557,39,Male,Engineering,Software Engineer,54450,2018-08-29,,1
EMP558,Employee_558,23,Female,Finance,Finance Manager,84591,2022-11-23,2025-05-28,2
EMP559,Employee_559,53,Male,HR,HR Manager,47251,2022-07-27,,3
EMP560,Employee_560,39,Non-binary,Engineering,QA Engineer,78282,2019-08-01,,3
EMP561,Employee_561,22,Female,Operations,Operations Manager,85415,2018-10-14,2022-03-08,3
EMP562,Employee_562,23,Non-binary,Finance,Finance Manager,99150,2021-06-27,,1
EMP563,Employee_563,22,Male,Operations,Project Manager,45878,2019-09-11,,4
EMP564,Employee_564,46,Non-binary,Marketing,Content Writer,93584,2020-10-05,,4
EMP565,Employee_565,33,Female,HR,HR Specialist,67366,2023-07-28,,4
EMP566,Employee_566,54,Non-binary,Finance,Accountant,88736,2020-08-31,,1
EMP567,Employee_567,54,Female,HR,HR Manager,101301,2022-02-10,,2
EMP568,Employee_568,29,Non-binary,Finance,Finance Manager,98592,2021-12-04,,5
EMP569,Employee_569,31,Non-binary,Marketing,Marketing Manager,48520,2023-12-28,2025-02-12,3
EMP570,Employee_570,36,Male,Marketing,Marketing Manager,64193,2023-04-21,2023-08-04,1
EMP571,Employee_571,56,Male,Sales,Account Manager,69632,2022-01-18,,4
EMP572,Employee_572,28,Female,HR,HR Specialist,89390,2021-08-15,,5
EMP573,Employee_573,26,Non-binary,Engineering,Technical Lead,57791,2021-03-29,2024-02-01,3
EMP574,Employee_574,34,Female,Finance,Financial Analyst,42989,2020-08-26,,2
EMP575,Employee_575,23,Male,Finance,Finance Manager,40174,2021-08-02,,2
EMP576,Employee_576,40,Non-binary,Engineering,Technical Lead,74786,2021-09-15,,4
EMP577,Employee_577,60,Male,Finance,Accountant,65071,2021-09-07,,4
EMP578,Employee_578,28,Non-binary,Operations,Project Manager,41571,2021-10-16,,3
EMP579,Employee_579,22,Male,Engineering,QA Engineer,70423,2023-02-02,,5
EMP580,Employee_580,50,Female,Operations,Operations Manager,107850,2019-06-24,,5
EMP581,Employee_581,40,Non-binary,Operations,Coordinator,98158,2018-03-18,,1
EMP582,Employee_582,41,Female,HR,Recruiter,94940,2022-05-29,,2
EMP583,Employee_583,39,Non-binary,Marketing,Marketing Manager,79702,2018-05-16,,4
EMP584,Employee_584,31,Male,Finance,Accountant,118116,2018-06-30,2021-03-21,5
EMP585,Employee_585,25,Non-binary,Operations,Operations Manager,109026,2022-09-18,,4
EMP586,Employee_586,24,Female,Sales,Sales Executive,108024,2020-07-31,,4
EMP587,Employee_587,30,Male,Finance,Financial Analyst,45761,2023-04-20,,3
EMP588,Employee_588,22,Male,Sales,Sales Representative,48847,2023-11-23,,5
EMP589,Employee_589,50,Non-binary,Operations,Coordinator,98699,2018-11-29,2022-05-08,4
EMP590,Employee_590,57,Female,Marketing,Marketing Manager,85036,2023-12-13,,3
EMP591,Employee_591,54,Non-binary,Finance,Financial Analyst,70019,2018-07-23,,4
EMP592,Employee_592,44,Male,Sales,Sales Representative,109551,2019-04-23,,5
EMP593,Employee_593,47,Male,Engineering,DevOps Engineer,105411,2019-12-20,,2
EMP594,Employee_594,53,Male,Engineering,DevOps Engineer,75797,2022-07-13,,1
EMP595,Employee_595,52,Female,Operations,Coordinator,62257,2018-08-11,,1
EMP596,Employee_596,60,Non-binary,Finance,Finance Manager,111945,2019-07-14,2021-07-29,3
EMP597,Employee_597,39,Female,Finance,Financial Analyst,61496,2023-09-11,,1
EMP598,Employee_598,39,Male,Sales,Sales Representative,97071,2022-06-27,,4
EMP599,Employee_599,44,Male,Finance,Finance Manager,68499,2018-03-14,,5
EMP600,Employee_600,45,Female,HR,Recruiter,52287,2021-01-13,,2
